743.21,666.24,973.59,467.96,858.5
535.81,879.63,153.56,341.65,107.08
320.92,812.37,690.33,704.01,970.2
951.31,180.47,481.29,497.56,625.31
250.8,403.47,657.61,690.05,155.57
869.27,759.31,519.6,47.337,372.59
433.64,569.9,338.93,392.85,750.56
304.93,145.8,118.27,604.83,368.86
434.39,274.75,171.38,687.97,672.15
314.65,871.32,39.768,251.89,844.08
459.52,960.56,359.01,514.73,800.33
84.775,788.02,348.01,177.54,710.06
806.46,616.21,497.81,150.51,66.768
250.66,845.27,499.44,219.76,30.279
803.14,898.74,321.97,412.11,377.62
371.61,972.92,402.34,139.8,976.69
863.95,590.21,649.14,784.9,913.97
341.05,36.563,960.24,506.84,422.09
459.52,660.92,541.45,442.78,946.27
647.87,522.23,988.65,582.2,910.83
605.56,832.89,478.99,799.1,89.624
226.82,987.85,446.45,455.25,186.59
19.237,889.64,861,253.81,518.41
802.72,217.03,993.85,895.11,690.24
355.46,521.25,298.11,640.73,365.61
751.56,697.03,507.12,346.73,975.72
319.24,686.19,370.11,959.1,342.66
289.72,903.99,906.15,703.7,39.099
655.5,940.95,949.63,551.97,576.54
889.05,802.52,551.18,165.85,363.17
998.75,242.05,9.0159,960.74,655.64
683.59,975.66,777.87,586.96,110.58
569.05,317.23,950.4,632.84,138.23
250.53,812.79,576.54,386.12,447.14
875.66,697.43,310.2,754.77,5.7066
62.075,269.45,47.419,385.45,310.45
569.28,589.58,273.48,253.32,463.21
29.069,833.05,132.2,266.78,102.08
986.79,363.78,584.04,910.62,160.16
701.34,709.79,671.46,730.06,555.46
692.8,338.28,637.72,674.91,113.21
147.01,46.576,821.95,76.341,0.26712
847.85,763.55,138.08,0.50456,360.59
861.61,738.49,255.74,280.04,507.24
609.04,941.03,608.58,334.19,879.45
245.69,219.6,693.07,223.38,743.72
195.56,335.51,76.63,938.71,978.93
394.3,403.08,446.99,991.74,3.8758
850.31,607.96,156.44,219.15,721.12
409.61,146.71,802.09,744.62,41.58
395.15,391.93,688.92,133.58,192
964.4,214.61,777.71,255.64,933.46
382.37,506.23,739.42,47.525,531.42
288.79,431.34,30.892,501.49,703.74
408.66,807.44,116.76,301.86,308
91.714,475.28,796.18,707,2.4255
1.5724,919.04,438.1,894.05,766.91
381.59,380.1,571.17,684.93,313.69
910.15,477.11,52.941,43.409,384.94
835.51,990.82,663.54,67.511,942.88
793.91,170.75,354.2,569.51,980.37
327.44,499.78,157.74,804.39,712.73
176.27,740.99,672.13,458.84,625.64
243.11,771.54,137.91,809.47,565.97
927.14,395.68,281.2,193.14,946.59
163.89,781.51,139.17,275.9,807.35
662.39,348.63,595.56,298.47,663.27
12.478,94.268,138.93,50.701,572.88
146.14,335.58,60.252,740.74,916.74
255.19,89.692,932.23,93.056,480.47
158.2,438.99,588.55,855.53,137.3
713.36,237.59,46.504,849.57,552.14
600.4,604.18,656.58,463.69,534.23
128.53,912.03,897.55,7.9058,694.23
15.518,734.93,74.107,225.94,13.422
877.34,436.4,550.3,368.85,206.32
682.61,334.11,216.84,637.33,575.56
905.12,175.62,882.17,800.94,568.92
559.54,408.11,28.194,344.98,634.6
870.39,176.95,857.83,301.5,638.12
119.87,77.722,446.55,913.14,799.35
65.875,722.78,72.26,247.92,936.4
895.47,353.46,932.35,486.28,173.75
993.42,967.11,433.54,293.23,487.94
880.22,526.19,324.52,756.41,367.36
507.9,145.05,744.54,323.86,626.21
135.57,129.12,618.29,629.27,775.28
420.69,38.513,754.1,371.16,145.04
640.97,879.27,816.11,245.08,144.97
874.77,219.07,674.59,92.241,712.67
114.57,495.5,173.51,1.3447,316.49
137.94,105.93,834.23,420.2,13.936
709.53,573.65,406.53,367.63,684.16
642.07,761.41,196.14,173.55,599.07
673.12,151.82,141.53,761.96,771.81
275.33,8.8188,735.17,351.94,754.04
718.77,190.84,199.88,100.32,525.6
788.12,855.75,372.55,479.26,34.577
478.12,282.13,410.82,218.94,13.621
559.49,999.92,83.469,730.21,153.42
283.79,707.47,122.54,261.54,451.05
35.126,430.84,801.23,133.61,728.26
798.79,82.819,122.84,990.77,764.83
529.43,234.88,84.315,925.88,951.52
205.03,100.38,728.98,338.45,733.79
501.38,19.148,702.06,933.15,421.31
57.66,532.88,366.98,147.58,213.7
715.54,675.54,899.07,62.582,975.97
705.83,394.63,446.33,395.11,25.897
358.35,760.92,518.37,26.661,226.6
43.584,0.66421,360.16,375.86,28.966
357.89,772.23,956.2,11.123,177.85
993.01,719.77,90.534,527.33,855.79
114.03,697.29,366.73,147.64,434.24
176.74,461.66,175.88,694.93,747.94
407.19,474,528.86,816.77,971.56
413.73,296.96,778.46,724.08,718.77
311.98,472.59,536.86,254.23,110.09
264.17,808.01,240.56,68.931,324.42
833.74,112.71,383.31,240.97,926.5
90.283,304.36,139.45,229.38,674.05
930.71,647.57,771.28,505.12,119.18
645.67,173.93,723.17,485.11,51.592
245.37,30.193,121.63,924.43,671.67
862.39,632.18,736.96,51.826,269.09
831.33,312.18,885.27,438.99,846.51
111.43,636.71,22.806,208.01,620.3
790.06,645.21,458.59,183.31,656.97
436.3,470.95,944.75,270.05,564.48
523.99,261.93,49.005,249.15,650.59
462.38,197.85,464.28,262.89,547.3
612.52,654.96,796,80.133,247.61
80.72,99.047,176.45,640.45,123.44
129.55,536.84,13.644,850.38,463.79
876.87,991.6,605.06,184.81,781.09
784.7,863.93,598.61,365.64,212.39
281.72,345.23,795.43,576.86,177.42
612.37,352.31,712.08,286.89,347.78
655.12,99.949,317.11,777.46,288.27
770.09,203.15,715.1,232.06,119.87
191.1,599.2,934.12,154.5,999.39
916.04,855.49,284.3,224.07,740.99
514.49,564.75,693.89,745.5,411.19
64.485,633.39,326.98,981.25,258.06
733.59,726.7,292.57,724.24,907.82
531.25,902.12,921.11,853.57,436.94
265.9,729.78,229.96,272.59,279.12
418.36,991.59,812.85,472.02,416.32
116.2,626.33,194.36,877.4,810.12
659.6,929.27,22.653,83.383,139.09
117.17,113.41,994.56,434.61,158.54
488.28,309.97,898.08,55.609,625.96
599.26,959.36,908.27,733.59,177.6
181.5,173.93,92.837,259.2,187.7
131.59,369.55,822.71,152.98,490.79
673.47,345.47,225.23,40.563,657.38
541.88,34.304,789.73,158.98,604.8
41.084,981.9,68.958,449.39,563.71
38.901,522.16,571.82,906.39,703.43
559.85,77.632,27.509,902.38,631.91
20.729,834.36,795.1,450.81,513.07
532.82,578.82,798.68,232.88,803.77
52.866,584.39,964.51,470.89,858.24
177.99,229.88,109.72,220.11,166.34
18.865,452.51,374.67,162.68,914.54
317.3,220.25,589.52,670.23,213.36
120.22,521.24,268.77,70.235,581.53
261.12,871.4,123.16,773.61,241.73
189.29,129.24,476.6,252.11,175.03
834.47,910.61,789.46,249.42,599.57
346.26,328.01,594.29,176.91,251.6
536.91,813.09,603.14,800.27,979.2
686.86,273.36,865.64,717.7,604.49
695.24,89.495,46.959,5.8382,902.36
654.11,754.13,24.044,507.33,791.05
656.68,928.54,73.446,561.21,346.91
384.34,410.75,828.8,660.53,554.25
652.44,200.64,711.3,459.58,33.801
